G,X,Y
1,0,50.0
1,1,49.765
1,2,49.53
1,3,49.295
1,4,49.06
1,5,48.825
1,6,48.59
1,7,48.355000000000004
1,8,48.120000000000005
1,9,47.885000000000005
1,10,47.650000000000006
1,11,47.415000000000006
1,12,47.18000000000001
1,13,46.94500000000001
1,14,46.71000000000001
1,15,46.47500000000001
1,16,46.24000000000001
1,17,46.00500000000001
1,18,45.77000000000001
1,19,45.53500000000001
1,20,45.30000000000001
1,21,45.06500000000001
1,22,44.83000000000001
1,23,44.59500000000001
1,24,44.360000000000014
1,25,44.125000000000014
1,26,43.890000000000015
1,27,43.655000000000015
1,28,43.420000000000016
1,29,43.18500000000002
1,30,42.95000000000002
1,31,42.71500000000002
1,32,42.48000000000002
1,33,42.24500000000002
1,34,42.01000000000002
1,35,41.77500000000002
1,36,41.54000000000002
1,37,41.30500000000002
1,38,41.07000000000002
1,39,40.83500000000002
1,40,40.60000000000002
1,41,40.36500000000002
1,42,40.130000000000024
1,43,39.895000000000024
1,44,39.660000000000025
1,45,39.425000000000026
1,46,39.190000000000026
1,47,38.95500000000003
1,48,38.72000000000003
1,49,38.48500000000003
1,50,38.25000000000003
1,51,38.48500000000003
1,52,38.72000000000003
1,53,38.95500000000003
1,54,39.190000000000026
1,55,39.425000000000026
1,56,39.660000000000025
1,57,39.895000000000024
1,58,40.130000000000024
1,59,40.36500000000002
1,60,40.60000000000002
1,61,40.83500000000002
1,62,41.07000000000002
1,63,41.30500000000002
1,64,41.54000000000002
1,65,41.77500000000002
1,66,42.01000000000002
1,67,42.24500000000002
1,68,42.48000000000002
1,69,42.71500000000002
1,70,42.95000000000002
1,71,43.18500000000002
1,72,43.420000000000016
1,73,43.655000000000015
1,74,43.890000000000015
1,75,44.125000000000014
1,76,44.360000000000014
1,77,44.59500000000001
1,78,44.83000000000001
1,79,45.06500000000001
1,80,45.30000000000001
1,81,45.53500000000001
1,82,45.77000000000001
1,83,46.00500000000001
1,84,46.24000000000001
1,85,46.47500000000001
1,86,46.71000000000001
1,87,46.94500000000001
1,88,47.18000000000001
1,89,47.415000000000006
1,90,47.650000000000006
1,91,47.885000000000005
1,92,48.120000000000005
1,93,48.355000000000004
1,94,48.59
1,95,48.825
1,96,49.06
1,97,49.295
1,98,49.53
1,99,49.765
1,100,50.0
