G,X,Y
1,0,49.99999999999977
1,1,51.239999999999775
1,2,52.47999999999978
1,3,53.71999999999978
1,4,54.95999999999978
1,5,56.19999999999978
1,6,57.439999999999785
1,7,58.67999999999979
1,8,59.91999999999979
1,9,61.15999999999979
1,10,62.39999999999979
1,11,63.639999999999795
1,12,64.8799999999998
1,13,66.11999999999979
1,14,67.35999999999979
1,15,68.59999999999978
1,16,69.83999999999978
1,17,71.07999999999977
1,18,72.31999999999977
1,19,73.55999999999976
1,20,74.79999999999976
1,21,76.03999999999975
1,22,77.27999999999975
1,23,78.51999999999974
1,24,79.75999999999974
1,25,80.99999999999973
1,26,82.23999999999972
1,27,83.47999999999972
1,28,84.71999999999971
1,29,85.95999999999971
1,30,87.1999999999997
1,31,88.4399999999997
1,32,89.6799999999997
1,33,90.91999999999969
1,34,92.15999999999968
1,35,93.39999999999968
1,36,94.63999999999967
1,37,95.87999999999967
1,38,97.11999999999966
1,39,98.35999999999966
1,40,99.59999999999965
1,41,100.83999999999965
1,42,102.07999999999964
1,43,103.31999999999964
1,44,104.55999999999963
1,45,105.79999999999963
1,46,107.03999999999962
1,47,108.27999999999962
1,48,109.51999999999961
1,49,110.75999999999961
1,50,111.9999999999996
1,51,110.75999999999961
1,52,109.51999999999961
1,53,108.27999999999962
1,54,107.03999999999962
1,55,105.79999999999963
1,56,104.55999999999963
1,57,103.31999999999964
1,58,102.07999999999964
1,59,100.83999999999965
1,60,99.59999999999965
1,61,98.35999999999966
1,62,97.11999999999966
1,63,95.87999999999967
1,64,94.63999999999967
1,65,93.39999999999968
1,66,92.15999999999968
1,67,90.91999999999969
1,68,89.6799999999997
1,69,88.4399999999997
1,70,87.1999999999997
1,71,85.95999999999971
1,72,84.71999999999971
1,73,83.47999999999972
1,74,82.23999999999972
1,75,80.99999999999973
1,76,79.75999999999974
1,77,78.51999999999974
1,78,77.27999999999975
1,79,76.03999999999975
1,80,74.79999999999976
1,81,73.55999999999976
1,82,72.31999999999977
1,83,71.07999999999977
1,84,69.83999999999978
1,85,68.59999999999978
1,86,67.35999999999979
1,87,66.11999999999979
1,88,64.8799999999998
1,89,63.639999999999795
1,90,62.39999999999979
1,91,61.15999999999979
1,92,59.91999999999979
1,93,58.67999999999979
1,94,57.439999999999785
1,95,56.19999999999978
1,96,54.95999999999978
1,97,53.71999999999978
1,98,52.47999999999978
1,99,51.239999999999775
1,100,49.99999999999977
