G,X,Y
1,0,50.0
1,1,50.34
1,2,50.68000000000001
1,3,51.02000000000001
1,4,51.360000000000014
1,5,51.70000000000002
1,6,52.04000000000002
1,7,52.380000000000024
1,8,52.72000000000003
1,9,53.06000000000003
1,10,53.400000000000034
1,11,53.74000000000004
1,12,54.08000000000004
1,13,54.420000000000044
1,14,54.76000000000005
1,15,55.10000000000005
1,16,55.440000000000055
1,17,55.78000000000006
1,18,56.12000000000006
1,19,56.460000000000065
1,20,56.80000000000007
1,21,57.14000000000007
1,22,57.480000000000075
1,23,57.82000000000008
1,24,58.16000000000008
1,25,58.500000000000085
1,26,58.84000000000009
1,27,59.18000000000009
1,28,59.520000000000095
1,29,59.8600000000001
1,30,60.2000000000001
1,31,60.540000000000106
1,32,60.88000000000011
1,33,61.22000000000011
1,34,61.560000000000116
1,35,61.90000000000012
1,36,62.24000000000012
1,37,62.580000000000126
1,38,62.92000000000013
1,39,63.26000000000013
1,40,63.600000000000136
1,41,63.94000000000014
1,42,64.28000000000014
1,43,64.62000000000015
1,44,64.96000000000015
1,45,65.30000000000015
1,46,65.64000000000016
1,47,65.98000000000016
1,48,66.32000000000016
1,49,66.66000000000017
1,50,67.00000000000017
1,51,66.66000000000017
1,52,66.32000000000016
1,53,65.98000000000016
1,54,65.64000000000016
1,55,65.30000000000015
1,56,64.96000000000015
1,57,64.62000000000015
1,58,64.28000000000014
1,59,63.94000000000014
1,60,63.600000000000136
1,61,63.26000000000013
1,62,62.92000000000013
1,63,62.580000000000126
1,64,62.24000000000012
1,65,61.90000000000012
1,66,61.560000000000116
1,67,61.22000000000011
1,68,60.88000000000011
1,69,60.540000000000106
1,70,60.2000000000001
1,71,59.8600000000001
1,72,59.520000000000095
1,73,59.18000000000009
1,74,58.84000000000009
1,75,58.500000000000085
1,76,58.16000000000008
1,77,57.82000000000008
1,78,57.480000000000075
1,79,57.14000000000007
1,80,56.80000000000007
1,81,56.460000000000065
1,82,56.12000000000006
1,83,55.78000000000006
1,84,55.440000000000055
1,85,55.10000000000005
1,86,54.76000000000005
1,87,54.420000000000044
1,88,54.08000000000004
1,89,53.74000000000004
1,90,53.400000000000034
1,91,53.06000000000003
1,92,52.72000000000003
1,93,52.380000000000024
1,94,52.04000000000002
1,95,51.70000000000002
1,96,51.360000000000014
1,97,51.02000000000001
1,98,50.68000000000001
1,99,50.34
1,100,50.0
