G,X,Y
1,0,49.999999999999886
1,1,50.81999999999989
1,2,51.63999999999989
1,3,52.45999999999989
1,4,53.27999999999989
1,5,54.09999999999989
1,6,54.91999999999989
1,7,55.73999999999989
1,8,56.55999999999989
1,9,57.37999999999989
1,10,58.19999999999989
1,11,59.01999999999989
1,12,59.83999999999989
1,13,60.65999999999989
1,14,61.47999999999989
1,15,62.29999999999989
1,16,63.11999999999989
1,17,63.93999999999989
1,18,64.75999999999989
1,19,65.57999999999988
1,20,66.39999999999988
1,21,67.21999999999987
1,22,68.03999999999986
1,23,68.85999999999986
1,24,69.67999999999985
1,25,70.49999999999984
1,26,71.31999999999984
1,27,72.13999999999983
1,28,72.95999999999982
1,29,73.77999999999982
1,30,74.59999999999981
1,31,75.4199999999998
1,32,76.2399999999998
1,33,77.05999999999979
1,34,77.87999999999978
1,35,78.69999999999978
1,36,79.51999999999977
1,37,80.33999999999976
1,38,81.15999999999976
1,39,81.97999999999975
1,40,82.79999999999974
1,41,83.61999999999973
1,42,84.43999999999973
1,43,85.25999999999972
1,44,86.07999999999971
1,45,86.89999999999971
1,46,87.7199999999997
1,47,88.5399999999997
1,48,89.35999999999969
1,49,90.17999999999968
1,50,90.99999999999967
1,51,90.17999999999968
1,52,89.35999999999969
1,53,88.5399999999997
1,54,87.7199999999997
1,55,86.89999999999971
1,56,86.07999999999971
1,57,85.25999999999972
1,58,84.43999999999973
1,59,83.61999999999973
1,60,82.79999999999974
1,61,81.97999999999975
1,62,81.15999999999976
1,63,80.33999999999976
1,64,79.51999999999977
1,65,78.69999999999978
1,66,77.87999999999978
1,67,77.05999999999979
1,68,76.2399999999998
1,69,75.4199999999998
1,70,74.59999999999981
1,71,73.77999999999982
1,72,72.95999999999982
1,73,72.13999999999983
1,74,71.31999999999984
1,75,70.49999999999984
1,76,69.67999999999985
1,77,68.85999999999986
1,78,68.03999999999986
1,79,67.21999999999987
1,80,66.39999999999988
1,81,65.57999999999988
1,82,64.75999999999989
1,83,63.93999999999989
1,84,63.11999999999989
1,85,62.29999999999989
1,86,61.47999999999989
1,87,60.65999999999989
1,88,59.83999999999989
1,89,59.01999999999989
1,90,58.19999999999989
1,91,57.37999999999989
1,92,56.55999999999989
1,93,55.73999999999989
1,94,54.91999999999989
1,95,54.09999999999989
1,96,53.27999999999989
1,97,52.45999999999989
1,98,51.63999999999989
1,99,50.81999999999989
1,100,49.999999999999886
