G,X,Y
1,0,49.99999999999987
1,1,50.95499999999987
1,2,51.90999999999987
1,3,52.86499999999987
1,4,53.819999999999865
1,5,54.774999999999864
1,6,55.72999999999986
1,7,56.68499999999986
1,8,57.63999999999986
1,9,58.59499999999986
1,10,59.549999999999855
1,11,60.50499999999985
1,12,61.45999999999985
1,13,62.41499999999985
1,14,63.36999999999985
1,15,64.32499999999985
1,16,65.27999999999984
1,17,66.23499999999984
1,18,67.18999999999984
1,19,68.14499999999984
1,20,69.09999999999984
1,21,70.05499999999984
1,22,71.00999999999983
1,23,71.96499999999983
1,24,72.91999999999983
1,25,73.87499999999983
1,26,72.91999999999983
1,27,71.96499999999983
1,28,71.00999999999983
1,29,70.05499999999984
1,30,69.09999999999984
1,31,68.14499999999984
1,32,67.18999999999984
1,33,66.23499999999984
1,34,65.27999999999984
1,35,64.32499999999985
1,36,63.36999999999985
1,37,62.41499999999985
1,38,61.45999999999985
1,39,60.50499999999985
1,40,59.549999999999855
1,41,58.59499999999986
1,42,57.63999999999986
1,43,56.68499999999986
1,44,55.72999999999986
1,45,54.774999999999864
1,46,53.819999999999865
1,47,52.86499999999987
1,48,51.90999999999987
1,49,50.95499999999987
1,50,49.99999999999987
1,51,50.95499999999987
1,52,51.90999999999987
1,53,52.86499999999987
1,54,53.819999999999865
1,55,54.774999999999864
1,56,55.72999999999986
1,57,56.68499999999986
1,58,57.63999999999986
1,59,58.59499999999986
1,60,59.549999999999855
1,61,60.50499999999985
1,62,61.45999999999985
1,63,62.41499999999985
1,64,63.36999999999985
1,65,64.32499999999985
1,66,65.27999999999984
1,67,66.23499999999984
1,68,67.18999999999984
1,69,68.14499999999984
1,70,69.09999999999984
1,71,70.05499999999984
1,72,71.00999999999983
1,73,71.96499999999983
1,74,72.91999999999983
1,75,73.87499999999983
1,76,72.91999999999983
1,77,71.96499999999983
1,78,71.00999999999983
1,79,70.05499999999984
1,80,69.09999999999984
1,81,68.14499999999984
1,82,67.18999999999984
1,83,66.23499999999984
1,84,65.27999999999984
1,85,64.32499999999985
1,86,63.36999999999985
1,87,62.41499999999985
1,88,61.45999999999985
1,89,60.50499999999985
1,90,59.549999999999855
1,91,58.59499999999986
1,92,57.63999999999986
1,93,56.68499999999986
1,94,55.72999999999986
1,95,54.774999999999864
1,96,53.819999999999865
1,97,52.86499999999987
1,98,51.90999999999987
1,99,50.95499999999987
1,100,49.99999999999987
