G,X,Y
1,0,49.99999999999983
1,1,51.04999999999983
1,2,52.099999999999824
1,3,53.14999999999982
1,4,54.19999999999982
1,5,55.249999999999815
1,6,56.29999999999981
1,7,57.34999999999981
1,8,58.39999999999981
1,9,59.449999999999804
1,10,60.4999999999998
1,11,61.5499999999998
1,12,62.599999999999795
1,13,63.64999999999979
1,14,64.69999999999979
1,15,65.74999999999979
1,16,66.79999999999978
1,17,67.84999999999978
1,18,68.89999999999978
1,19,69.94999999999978
1,20,70.99999999999977
1,21,72.04999999999977
1,22,73.09999999999977
1,23,74.14999999999976
1,24,75.19999999999976
1,25,76.24999999999976
1,26,77.29999999999976
1,27,78.34999999999975
1,28,79.39999999999975
1,29,80.44999999999975
1,30,81.49999999999974
1,31,82.54999999999974
1,32,83.59999999999974
1,33,84.64999999999974
1,34,85.69999999999973
1,35,86.74999999999973
1,36,87.79999999999973
1,37,88.84999999999972
1,38,89.89999999999972
1,39,90.94999999999972
1,40,91.99999999999972
1,41,93.04999999999971
1,42,94.09999999999971
1,43,95.14999999999971
1,44,96.1999999999997
1,45,97.2499999999997
1,46,98.2999999999997
1,47,99.3499999999997
1,48,100.3999999999997
1,49,101.44999999999969
1,50,102.49999999999969
1,51,101.44999999999969
1,52,100.3999999999997
1,53,99.3499999999997
1,54,98.2999999999997
1,55,97.2499999999997
1,56,96.1999999999997
1,57,95.14999999999971
1,58,94.09999999999971
1,59,93.04999999999971
1,60,91.99999999999972
1,61,90.94999999999972
1,62,89.89999999999972
1,63,88.84999999999972
1,64,87.79999999999973
1,65,86.74999999999973
1,66,85.69999999999973
1,67,84.64999999999974
1,68,83.59999999999974
1,69,82.54999999999974
1,70,81.49999999999974
1,71,80.44999999999975
1,72,79.39999999999975
1,73,78.34999999999975
1,74,77.29999999999976
1,75,76.24999999999976
1,76,75.19999999999976
1,77,74.14999999999976
1,78,73.09999999999977
1,79,72.04999999999977
1,80,70.99999999999977
1,81,69.94999999999978
1,82,68.89999999999978
1,83,67.84999999999978
1,84,66.79999999999978
1,85,65.74999999999979
1,86,64.69999999999979
1,87,63.64999999999979
1,88,62.599999999999795
1,89,61.5499999999998
1,90,60.4999999999998
1,91,59.449999999999804
1,92,58.39999999999981
1,93,57.34999999999981
1,94,56.29999999999981
1,95,55.249999999999815
1,96,54.19999999999982
1,97,53.14999999999982
1,98,52.099999999999824
1,99,51.04999999999983
1,100,49.99999999999983
