G,X,Y
1,0,49.999999999999865
1,1,50.858749999999866
1,2,51.717499999999866
1,3,52.57624999999987
1,4,53.43499999999987
1,5,54.29374999999987
1,6,55.15249999999987
1,7,56.01124999999987
1,8,56.86999999999987
1,9,57.72874999999987
1,10,58.58749999999987
1,11,59.44624999999987
1,12,60.30499999999987
1,13,61.16374999999987
1,14,62.02249999999987
1,15,62.88124999999987
1,16,63.739999999999874
1,17,64.59874999999987
1,18,65.45749999999987
1,19,66.31624999999987
1,20,67.17499999999987
1,21,68.03374999999987
1,22,68.89249999999987
1,23,69.75124999999987
1,24,70.60999999999987
1,25,71.46874999999987
1,26,70.60999999999987
1,27,69.75124999999987
1,28,68.89249999999987
1,29,68.03374999999987
1,30,67.17499999999987
1,31,66.31624999999987
1,32,65.45749999999987
1,33,64.59874999999987
1,34,63.73999999999987
1,35,62.881249999999866
1,36,62.022499999999866
1,37,61.163749999999865
1,38,60.304999999999865
1,39,59.446249999999864
1,40,58.587499999999864
1,41,57.72874999999986
1,42,56.86999999999986
1,43,56.01124999999986
1,44,55.15249999999986
1,45,54.29374999999986
1,46,53.43499999999986
1,47,52.57624999999986
1,48,51.71749999999986
1,49,50.85874999999986
1,50,49.99999999999986
1,51,50.85874999999986
1,52,51.71749999999986
1,53,52.57624999999986
1,54,53.43499999999986
1,55,54.29374999999986
1,56,55.15249999999986
1,57,56.01124999999986
1,58,56.86999999999986
1,59,57.72874999999986
1,60,58.587499999999864
1,61,59.446249999999864
1,62,60.304999999999865
1,63,61.163749999999865
1,64,62.022499999999866
1,65,62.881249999999866
1,66,63.73999999999987
1,67,64.59874999999987
1,68,65.45749999999987
1,69,66.31624999999987
1,70,67.17499999999987
1,71,68.03374999999987
1,72,68.89249999999987
1,73,69.75124999999987
1,74,70.60999999999987
1,75,71.46874999999987
1,76,70.60999999999987
1,77,69.75124999999987
1,78,68.89249999999987
1,79,68.03374999999987
1,80,67.17499999999987
1,81,66.31624999999987
1,82,65.45749999999987
1,83,64.59874999999987
1,84,63.73999999999987
1,85,62.881249999999866
1,86,62.022499999999866
1,87,61.163749999999865
1,88,60.304999999999865
1,89,59.446249999999864
1,90,58.587499999999864
1,91,57.72874999999986
1,92,56.86999999999986
1,93,56.01124999999986
1,94,55.15249999999986
1,95,54.29374999999986
1,96,53.43499999999986
1,97,52.57624999999986
1,98,51.71749999999986
1,99,50.85874999999986
1,100,49.99999999999986
