G,X,Y
1,0,50.0
1,1,49.24375
1,2,48.4875
1,3,47.731249999999996
1,4,46.974999999999994
1,5,46.21874999999999
1,6,45.46249999999999
1,7,44.70624999999999
1,8,43.94999999999999
1,9,43.19374999999999
1,10,42.437499999999986
1,11,41.681249999999984
1,12,40.92499999999998
1,13,40.16874999999998
1,14,39.41249999999998
1,15,38.65624999999998
1,16,37.89999999999998
1,17,37.143749999999976
1,18,36.387499999999974
1,19,35.63124999999997
1,20,34.87499999999997
1,21,34.11874999999997
1,22,33.36249999999997
1,23,32.60624999999997
1,24,31.849999999999966
1,25,31.093749999999964
1,26,31.849999999999966
1,27,32.60624999999997
1,28,33.36249999999997
1,29,34.11874999999997
1,30,34.87499999999997
1,31,35.63124999999997
1,32,36.387499999999974
1,33,37.143749999999976
1,34,37.89999999999998
1,35,38.65624999999998
1,36,39.41249999999998
1,37,40.16874999999998
1,38,40.92499999999998
1,39,41.681249999999984
1,40,42.437499999999986
1,41,43.19374999999999
1,42,43.94999999999999
1,43,44.70624999999999
1,44,45.46249999999999
1,45,46.21874999999999
1,46,46.974999999999994
1,47,47.731249999999996
1,48,48.4875
1,49,49.24375
1,50,50.0
1,51,49.24375
1,52,48.4875
1,53,47.731249999999996
1,54,46.974999999999994
1,55,46.21874999999999
1,56,45.46249999999999
1,57,44.70624999999999
1,58,43.94999999999999
1,59,43.19374999999999
1,60,42.437499999999986
1,61,41.681249999999984
1,62,40.92499999999998
1,63,40.16874999999998
1,64,39.41249999999998
1,65,38.65624999999998
1,66,37.89999999999998
1,67,37.143749999999976
1,68,36.387499999999974
1,69,35.63124999999997
1,70,34.87499999999997
1,71,34.11874999999997
1,72,33.36249999999997
1,73,32.60624999999997
1,74,31.849999999999966
1,75,31.093749999999964
1,76,31.849999999999966
1,77,32.60624999999997
1,78,33.36249999999997
1,79,34.11874999999997
1,80,34.87499999999997
1,81,35.63124999999997
1,82,36.387499999999974
1,83,37.143749999999976
1,84,37.89999999999998
1,85,38.65624999999998
1,86,39.41249999999998
1,87,40.16874999999998
1,88,40.92499999999998
1,89,41.681249999999984
1,90,42.437499999999986
1,91,43.19374999999999
1,92,43.94999999999999
1,93,44.70624999999999
1,94,45.46249999999999
1,95,46.21874999999999
1,96,46.974999999999994
1,97,47.731249999999996
1,98,48.4875
1,99,49.24375
1,100,50.0
