G,X,Y
1,0,50.0
1,1,49.51875
1,2,49.037499999999994
1,3,48.55624999999999
1,4,48.07499999999999
1,5,47.593749999999986
1,6,47.11249999999998
1,7,46.63124999999998
1,8,46.14999999999998
1,9,45.668749999999974
1,10,45.18749999999997
1,11,44.70624999999997
1,12,44.224999999999966
1,13,43.74374999999996
1,14,43.26249999999996
1,15,42.78124999999996
1,16,42.299999999999955
1,17,41.81874999999995
1,18,41.33749999999995
1,19,40.856249999999946
1,20,40.37499999999994
1,21,39.89374999999994
1,22,39.41249999999994
1,23,38.931249999999935
1,24,38.44999999999993
1,25,37.96874999999993
1,26,38.44999999999993
1,27,38.931249999999935
1,28,39.41249999999994
1,29,39.89374999999994
1,30,40.37499999999994
1,31,40.856249999999946
1,32,41.33749999999995
1,33,41.81874999999995
1,34,42.299999999999955
1,35,42.78124999999996
1,36,43.26249999999996
1,37,43.74374999999996
1,38,44.224999999999966
1,39,44.70624999999997
1,40,45.18749999999997
1,41,45.668749999999974
1,42,46.14999999999998
1,43,46.63124999999998
1,44,47.11249999999998
1,45,47.593749999999986
1,46,48.07499999999999
1,47,48.55624999999999
1,48,49.037499999999994
1,49,49.51875
1,50,50.0
1,51,49.51875
1,52,49.037499999999994
1,53,48.55624999999999
1,54,48.07499999999999
1,55,47.593749999999986
1,56,47.11249999999998
1,57,46.63124999999998
1,58,46.14999999999998
1,59,45.668749999999974
1,60,45.18749999999997
1,61,44.70624999999997
1,62,44.224999999999966
1,63,43.74374999999996
1,64,43.26249999999996
1,65,42.78124999999996
1,66,42.299999999999955
1,67,41.81874999999995
1,68,41.33749999999995
1,69,40.856249999999946
1,70,40.37499999999994
1,71,39.89374999999994
1,72,39.41249999999994
1,73,38.931249999999935
1,74,38.44999999999993
1,75,37.96874999999993
1,76,38.44999999999993
1,77,38.931249999999935
1,78,39.41249999999994
1,79,39.89374999999994
1,80,40.37499999999994
1,81,40.856249999999946
1,82,41.33749999999995
1,83,41.81874999999995
1,84,42.299999999999955
1,85,42.78124999999996
1,86,43.26249999999996
1,87,43.74374999999996
1,88,44.224999999999966
1,89,44.70624999999997
1,90,45.18749999999997
1,91,45.668749999999974
1,92,46.14999999999998
1,93,46.63124999999998
1,94,47.11249999999998
1,95,47.593749999999986
1,96,48.07499999999999
1,97,48.55624999999999
1,98,49.037499999999994
1,99,49.51875
1,100,50.0
