G,X,Y
1,0,49.99999999999986
1,1,50.69374999999986
1,2,51.38749999999986
1,3,52.08124999999986
1,4,52.774999999999864
1,5,53.468749999999865
1,6,54.162499999999866
1,7,54.85624999999987
1,8,55.54999999999987
1,9,56.24374999999987
1,10,56.93749999999987
1,11,57.63124999999987
1,12,58.324999999999875
1,13,59.018749999999876
1,14,59.71249999999988
1,15,60.40624999999988
1,16,61.09999999999988
1,17,61.79374999999988
1,18,62.48749999999988
1,19,63.181249999999885
1,20,63.874999999999886
1,21,64.56874999999988
1,22,65.26249999999987
1,23,65.95624999999987
1,24,66.64999999999986
1,25,67.34374999999986
1,26,68.03749999999985
1,27,68.73124999999985
1,28,69.42499999999984
1,29,70.11874999999984
1,30,70.81249999999983
1,31,71.50624999999982
1,32,72.19999999999982
1,33,72.89374999999981
1,34,73.5874999999998
1,35,74.2812499999998
1,36,74.9749999999998
1,37,75.66874999999979
1,38,76.36249999999978
1,39,77.05624999999978
1,40,77.74999999999977
1,41,78.44374999999977
1,42,79.13749999999976
1,43,79.83124999999976
1,44,80.52499999999975
1,45,81.21874999999974
1,46,81.91249999999974
1,47,82.60624999999973
1,48,83.29999999999973
1,49,83.99374999999972
1,50,84.68749999999972
1,51,83.99374999999972
1,52,83.29999999999973
1,53,82.60624999999973
1,54,81.91249999999974
1,55,81.21874999999974
1,56,80.52499999999975
1,57,79.83124999999976
1,58,79.13749999999976
1,59,78.44374999999977
1,60,77.74999999999977
1,61,77.05624999999978
1,62,76.36249999999978
1,63,75.66874999999979
1,64,74.9749999999998
1,65,74.2812499999998
1,66,73.5874999999998
1,67,72.89374999999981
1,68,72.19999999999982
1,69,71.50624999999982
1,70,70.81249999999983
1,71,70.11874999999984
1,72,69.42499999999984
1,73,68.73124999999985
1,74,68.03749999999985
1,75,67.34374999999986
1,76,66.64999999999986
1,77,65.95624999999987
1,78,65.26249999999987
1,79,64.56874999999988
1,80,63.87499999999988
1,81,63.18124999999988
1,82,62.487499999999876
1,83,61.793749999999875
1,84,61.09999999999987
1,85,60.40624999999987
1,86,59.71249999999987
1,87,59.01874999999987
1,88,58.32499999999987
1,89,57.631249999999866
1,90,56.937499999999865
1,91,56.243749999999864
1,92,55.54999999999986
1,93,54.85624999999986
1,94,54.16249999999986
1,95,53.46874999999986
1,96,52.77499999999986
1,97,52.081249999999855
1,98,51.387499999999854
1,99,50.69374999999985
1,100,49.99999999999985
