G,X,Y
1,0,50.0
1,1,49.25
1,2,48.5
1,3,47.75
1,4,47.0
1,5,46.25
1,6,45.5
1,7,44.75
1,8,44.0
1,9,43.25
1,10,42.5
1,11,41.75
1,12,41.0
1,13,40.25
1,14,39.5
1,15,38.75
1,16,38.0
1,17,37.25
1,18,36.5
1,19,35.75
1,20,35.0
1,21,34.25
1,22,33.5
1,23,32.75
1,24,32.0
1,25,31.25
1,26,30.5
1,27,29.75
1,28,29.0
1,29,28.25
1,30,27.5
1,31,26.75
1,32,26.0
1,33,25.25
1,34,24.5
1,35,23.75
1,36,23.0
1,37,22.25
1,38,21.5
1,39,20.75
1,40,20.0
1,41,19.25
1,42,18.5
1,43,17.75
1,44,17.0
1,45,16.25
1,46,15.5
1,47,14.75
1,48,14.0
1,49,13.25
1,50,12.5
1,51,13.25
1,52,14.0
1,53,14.75
1,54,15.5
1,55,16.25
1,56,17.0
1,57,17.75
1,58,18.5
1,59,19.25
1,60,20.0
1,61,20.75
1,62,21.5
1,63,22.25
1,64,23.0
1,65,23.75
1,66,24.5
1,67,25.25
1,68,26.0
1,69,26.75
1,70,27.5
1,71,28.25
1,72,29.0
1,73,29.75
1,74,30.5
1,75,31.25
1,76,32.0
1,77,32.75
1,78,33.5
1,79,34.25
1,80,35.0
1,81,35.75
1,82,36.5
1,83,37.25
1,84,38.0
1,85,38.75
1,86,39.5
1,87,40.25
1,88,41.0
1,89,41.75
1,90,42.5
1,91,43.25
1,92,44.0
1,93,44.75
1,94,45.5
1,95,46.25
1,96,47.0
1,97,47.75
1,98,48.5
1,99,49.25
1,100,50.0
