G,X,Y
1,0,50.0
1,1,49.6875
1,2,49.375
1,3,49.0625
1,4,48.75
1,5,48.4375
1,6,48.125
1,7,47.8125
1,8,47.5
1,9,47.1875
1,10,46.875
1,11,46.5625
1,12,46.25
1,13,45.9375
1,14,45.625
1,15,45.3125
1,16,45.0
1,17,44.6875
1,18,44.375
1,19,44.0625
1,20,43.75
1,21,43.4375
1,22,43.125
1,23,42.8125
1,24,42.5
1,25,42.1875
1,26,41.875
1,27,41.5625
1,28,41.25
1,29,40.9375
1,30,40.625
1,31,40.3125
1,32,40.0
1,33,39.6875
1,34,39.375
1,35,39.0625
1,36,38.75
1,37,38.4375
1,38,38.125
1,39,37.8125
1,40,37.5
1,41,37.1875
1,42,36.875
1,43,36.5625
1,44,36.25
1,45,35.9375
1,46,35.625
1,47,35.3125
1,48,35.0
1,49,34.6875
1,50,34.375
1,51,34.6875
1,52,35.0
1,53,35.3125
1,54,35.625
1,55,35.9375
1,56,36.25
1,57,36.5625
1,58,36.875
1,59,37.1875
1,60,37.5
1,61,37.8125
1,62,38.125
1,63,38.4375
1,64,38.75
1,65,39.0625
1,66,39.375
1,67,39.6875
1,68,40.0
1,69,40.3125
1,70,40.625
1,71,40.9375
1,72,41.25
1,73,41.5625
1,74,41.875
1,75,42.1875
1,76,42.5
1,77,42.8125
1,78,43.125
1,79,43.4375
1,80,43.75
1,81,44.0625
1,82,44.375
1,83,44.6875
1,84,45.0
1,85,45.3125
1,86,45.625
1,87,45.9375
1,88,46.25
1,89,46.5625
1,90,46.875
1,91,47.1875
1,92,47.5
1,93,47.8125
1,94,48.125
1,95,48.4375
1,96,48.75
1,97,49.0625
1,98,49.375
1,99,49.6875
1,100,50.0
